'12/11/2014',86
'12/11/2013',47
'02/18/2014',43
'02/18/2013',48
'07/12/2015',582
'08/03/2015',167
'11/22/2014',229
'08/03/2010',114
'07/12/2013',95
'08/03/2013',328
'12/12/2013',78
'06/10/2013',80
'12/12/2010',114
'12/21/2015',81
'05/04/2011',39
'07/23/2013',71
'06/10/2015',216
'05/28/2012',328
'05/28/2011',189
'11/08/2013',108
'11/03/2015',156
'07/28/2014',142
'07/28/2012',206
'11/08/2010',43
'11/17/2014',68
'04/02/2013',44
'04/02/2010',157
'08/30/2013',206
'07/09/2013',63
'12/19/2015',232
'03/21/2013',62
'07/09/2014',96
'12/19/2010',116
'03/21/2010',171
'02/04/2012',105
'11/17/2011',34
'02/04/2014',43
'04/23/2012',29
'04/23/2011',69
'04/11/2015',310
'04/23/2014',59
'02/16/2010',38
'02/16/2013',125
'02/16/2016',64
'04/11/2012',48
'07/11/2015',595
'07/11/2010',175
'07/11/2013',97
'01/22/2012',81
'10/26/2012',155
'01/22/2015',63
'10/26/2011',74
'09/23/2014',119
'09/23/2011',84
'03/18/2015',68
'03/18/2012',171
'12/27/2011',23
'11/11/2013',74
'02/24/2010',34
'12/26/2010',23
'04/18/2012',66
'10/20/2015',129
'07/16/2011',217
'12/17/2011',121
'07/16/2012',52
'12/17/2014',126
'12/26/2013',29
'04/27/2014',283
'03/08/2014',187
'12/12/2015',471
'03/08/2013',55
'12/08/2014',85
'09/11/2015',270
'09/11/2010',251
'04/12/2010',94
'03/22/2012',127
'03/22/2011',32
'03/22/2014',200
'12/03/2015',98
'07/14/2015',142
'07/14/2012',248
'12/03/2013',73
'10/19/2010',64
'09/17/2011',311
'10/19/2013',261
'09/17/2014',132
'11/29/2015',212
'06/30/2011',105
'08/09/2014',551
'10/24/2011',59
'02/27/2014',43
'02/27/2012',40
'10/23/2011',145
'12/24/2012',67
'10/23/2012',67
'10/13/2012',150
'01/09/2011',75
'10/13/2011',52
'04/17/2010',123
'10/13/2014',133
'05/22/2013',145
'06/18/2012',113
'06/18/2011',245
'06/18/2014',142
'01/28/2012',118
'02/20/2013',48
'01/28/2011',47
'04/07/2011',58
'01/28/2014',45
'09/13/2014',297
'08/30/2015',517
'12/23/2013',69
'09/13/2012',134
'12/23/2010',54
'04/10/2015',175
'06/01/2015',83
'09/14/2013',283
'05/27/2013',399
'09/14/2014',433
'05/27/2010',89
'10/16/2015',261
'09/18/2014',165
'01/11/2014',130
'09/18/2011',234
'01/11/2013',58
'10/16/2013',101
'09/18/2012',30
'02/05/2014',37
'12/20/2010',45
'02/05/2012',118
'08/18/2015',143
'02/22/2016',86
'02/22/2013',68
'02/22/2010',38
'01/12/2012',43
'07/26/2010',65
'08/18/2010',68
'08/18/2013',322
'12/07/2011',90
'09/26/2015',589
'02/08/2015',184
'12/07/2012',88
'09/26/2010',245
'02/08/2012',41
'09/26/2013',106
'02/03/2010',39
'10/03/2012',69
'09/01/2011',147
'10/03/2014',233
'07/18/2014',251
'02/11/2014',35
'12/26/2015',169
'06/11/2013',80
'01/19/2012',53
'06/11/2014',134
'01/19/2011',37
'04/13/2011',29
'12/05/2015',313
'04/13/2012',148
'12/05/2012',44
'06/02/2010',57
'11/30/2011',48
'11/23/2013',166
'11/30/2014',198
'10/21/2011',110
'05/03/2013',148
'05/03/2014',329
'04/19/2014',266
'03/28/2010',62
'11/01/2013',152
'06/09/2011',47
'08/31/2013',334
'03/26/2013',49
'08/31/2014',415
'03/28/2013',74
'07/04/2010',146
'04/22/2013',71
'04/22/2014',103
'01/27/2013',109
'10/12/2010',66
'11/21/2010',112
'01/27/2010',52
'10/12/2015',184
'10/28/2015',84
'01/27/2015',29
'03/20/2010',249
'10/28/2012',105
'07/07/2011',96
'03/20/2013',49
'08/29/2014',253
'01/17/2012',36
'07/04/2015',630
'01/17/2015',147
'08/29/2012',108
'07/23/2015',273
'11/15/2015',241
'04/16/2015',227
'04/16/2010',85
'01/08/2015',61
'01/08/2010',62
'01/08/2013',31
'08/17/2011',109
'08/17/2012',165
'04/15/2012',281
'04/15/2014',39
'10/11/2010',116
'01/04/2010',34
'10/11/2013',137
'01/03/2013',40
'03/19/2011',104
'03/19/2014',57
'05/05/2012',185
'11/16/2013',219
'05/05/2014',141
'06/12/2012',41
'03/24/2011',43
'09/19/2014',230
'10/17/2012',77
'09/19/2013',56
'10/17/2011',67
'03/23/2010',41
'03/23/2015',64
'04/10/2012',48
'03/13/2013',44
'03/13/2015',121
'06/28/2015',485
'04/09/2013',155
'10/14/2011',74
'11/28/2014',101
'06/28/2013',114
'04/09/2015',103
'11/19/2014',50
'01/12/2014',168
'11/19/2011',136
'07/13/2014',401
'11/19/2012',42
'07/02/2010',133
'07/02/2013',49
'04/21/2011',78
'05/20/2014',153
'01/23/2013',30
'05/20/2013',124
'01/23/2010',106
'08/16/2013',240
'11/12/2010',107
'08/13/2010',165
'11/12/2013',45
'05/11/2010',74
'05/30/2015',620
'03/26/2014',45
'03/16/2014',253
'03/16/2011',54
'03/16/2012',91
'09/28/2012',137
'09/28/2011',65
'08/24/2013',465
'10/01/2010',96
'09/03/2013',83
'08/24/2010',74
'07/17/2013',85
'09/05/2014',201
'07/17/2015',342
'08/22/2010',113
'01/07/2010',42
'01/07/2015',45
'07/22/2010',86
'01/07/2016',68
'10/21/2014',102
'03/03/2011',48
'03/03/2016',67
'04/03/2011',108
'05/14/2014',119
'05/14/2011',216
'11/14/2010',134
'05/14/2012',121
'06/26/2013',103
'06/26/2010',230
'07/27/2011',62
'09/21/2015',174
'01/26/2016',25
'07/27/2012',97
'01/26/2011',22
'01/05/2014',111
'01/05/2011',23
'06/07/2012',121
'06/07/2011',90
'05/17/2011',47
'06/07/2014',545
'01/20/2012',56
'01/20/2011',54
'10/20/2012',206
'01/20/2014',74
'05/09/2015',485
'05/09/2012',68
'04/18/2015',616
'08/27/2012',75
'08/27/2011',26
'09/16/2015',196
'08/27/2014',129
'02/21/2012',47
'03/12/2013',29
'02/21/2011',54
'03/12/2014',72
'02/21/2014',84
'07/22/2015',198
'09/16/2012',278
'04/30/2014',30
'06/22/2014',571
'09/03/2015',184
'05/30/2012',69
'12/30/2012',105
'12/09/2014',55
'03/11/2014',103
'05/08/2010',157
'05/08/2013',72
'01/15/2016',127
'06/14/2014',455
'06/14/2013',148
'03/11/2011',77
'02/11/2011',46
'02/11/2012',107
'01/15/2015',52
'08/19/2013',104
'08/19/2010',118
'08/19/2015',149
'07/24/2010',177
'07/24/2013',83
'03/17/2014',87
'03/17/2013',163
'05/31/2010',280
'04/01/2013',73
'05/31/2013',203
'04/01/2015',103
'03/14/2013',34
'03/31/2010',60
'03/14/2010',43
'04/27/2013',274
'03/14/2015',164
'12/10/2010',81
'06/13/2014',140
'02/19/2010',69
'06/13/2011',93
'06/23/2011',69
'11/11/2015',116
'02/12/2016',102
'02/12/2011',85
'10/30/2011',78
'04/08/2013',106
'10/30/2012',3
'05/01/2012',69
